Gene 	 AAURdistance 	 treedist 	 LongestBranch 
OG0006137 	 NA 	  0.2774528914 	 APHD00071MCER 
OG0009029 	 NA 	  0.11273351529999998 	 APHD00071MCER 
OG0005668 	 NA 	  0.06683336160000002 	 APHD00036DSP 
OG0010519 	 NA 	  0.48997169700000004 	 APHD00144MVAR 
OG0005797 	 NA 	  0.1184437422 	 APHD00036DSP 
OG0008721 	 NA 	  0.0569180775 	 APHD00093BHEL 
OG0010725 	 NA 	  0.2535145426 	 APHD00144MVAR 
OG0011211 	 NA 	  0.19426524490000002 	 APHD00071MCER 
OG0005454 	 NA 	  0.34532579220000004 	 APHD00071MCER 
OG0009215 	 NA 	  0.10560784910000001 	 APHD00302MFAT 
OG0011438 	 NA 	  0.077586171 	 APHD00036DSP 
OG0008108 	 NA 	  0.1042650455 	 APHD00036DSP 
OG0006522 	 NA 	  0.0843586425 	 APHD00071MCER 
OG0012367 	 NA 	  0.17124136210000002 	 APHD00036DSP 
OG0007016 	 NA 	  0.4925041937 	 APHD00302MFAT 
OG0009527 	 NA 	  0.0714782926 	 APHD00036DSP 
OG0005366 	 NA 	  0.2539004257 	 APHD00036DSP 
OG0011523 	 NA 	  0.059551922800000004 	 APHD00302MFAT 
OG0010017 	 NA 	  0.218937596 	 other_MPER_O_SRR11322170 
OG0008810 	 NA 	  0.0736252054 	 APHD00071MCER 
OG0008013 	 NA 	  0.0654280388 	 APHD00071MCER 
OG0007724 	 NA 	  0.1801231388 	 APHD00093BHEL 
OG0006210 	 NA 	  0.06054751490000001 	 APHD00036DSP 
OG0007058 	 NA 	  0.39197730369999995 	 other_MPER_G006_SRR3466613 
OG0010281 	 NA 	  0.0706469002 	 APHD00036DSP 
OG0009472 	 NA 	  0.0561503933 	 APHD00144MVAR 
OG0008285 	 NA 	  0.0547663055 	 APHD00036DSP 
OG0011476 	 NA 	  0.079879914 	 MLYT 
OG0010142 	 NA 	  0.3651357187 	 APHD00071MCER 
OG0008945 	 NA 	  0.07107632380000001 	 APHD00036DSP 
OG0008146 	 NA 	  0.0812244716 	 APHD00071MCER 
OG0010941 	 NA 	  0.2521602565 	 APHD00036DSP 
OG0006086 	 NA 	  0.0886833792 	 APHD00117MANT 
OG0007671 	 NA 	  0.051436188099999995 	 APHD00071MCER 
OG0006885 	 NA 	  0.2730996771 	 MPER 
OG0006345 	 NA 	  0.072926642 	 APHD00117MANT 
OG0012500 	 NA 	  0.9823127553000002 	 MLIG 
OG0009198 	 NA 	  0.6592174227 	 APHD00036DSP 
OG0011087 	 NA 	  0.19929607430000001 	 APHD00036DSP 
OG0009880 	 NA 	  0.0779473333 	 APHD00117MANT 
OG0008674 	 NA 	  0.05237918679999999 	 APHD00144MVAR 
OG0009083 	 NA 	  0.10399173480000001 	 APHD00302MFAT 
OG0005501 	 NA 	  0.3733404218 	 APHD00093BHEL 
OG0011344 	 NA 	  0.043810752999999994 	 APHD00144MVAR 
OG0009340 	 NA 	  0.0693320049 	 APHD00071MCER 
OG0007280 	 NA 	  0.06005296539999999 	 APHD00036DSP 
OG0006477 	 NA 	  0.3269462253 	 APHD00022MORN 
OG0007143 	 NA 	  0.08094007560000001 	 APHD00071MCER 
OG0007940 	 NA 	  0.0715737658 	 APHD00093BHEL 
OG0009569 	 NA 	  0.1582772732 	 other_MPER_LIB_SRR13326386 
OG0007718 	 NA 	  0.2176409266 	 other_MCER_LIB5681_ERR2236145 
OG0005573 	 NA 	  0.06464304109999999 	 APHD00036DSP 
OG0009332 	 NA 	  0.06533310129999999 	 APHD00071MCER 
OG0008606 	 NA 	  0.0934782991 	 APHD00093BHEL 
OG0010602 	 NA 	  0.4828688073 	 APHD00036DSP 
OG0007131 	 NA 	  0.0890850966 	 APHD00036DSP 
OG0012183 	 NA 	  0.19840524939999998 	 APHD00036DSP 
OG0007932 	 NA 	  0.04643191990000001 	 APHD00036DSP 
OG0006405 	 NA 	  0.0642216315 	 APHD00071MCER 
OG0007829 	 NA 	  0.051694251399999995 	 APHD00036DSP 
OG0012098 	 NA 	  0.10640265900000001 	 APHD00036DSP 
OG0008937 	 NA 	  0.1317600269 	 other_MCER_LIB5681_ERR2236145 
OG0010130 	 NA 	  0.1670569678 	 APHD00302MFAT 
OG0005981 	 NA 	  0.49854152 	 APHD00144MVAR 
OG0008134 	 NA 	  0.09696535279999999 	 APHD00036DSP 
OG0005182 	 NA 	  0.09180378989999999 	 APHD00036DSP 
OG0009400 	 NA 	  0.4212588189 	 APHD00093BHEL 
OG0005241 	 NA 	  0.1014089796 	 MCER 
OG0011404 	 NA 	  0.0712837875 	 APHD00036DSP 
OG0006337 	 NA 	  0.04517600100000001 	 APHD00036DSP 
OG0007603 	 NA 	  0.0662078871 	 APHD00071MCER 
OG0009229 	 NA 	  0.0891730208 	 MCER 
OG0010719 	 NA 	  0.30629489060000004 	 APHD00093BHEL 
OG0008862 	 NA 	  0.059838820200000004 	 APHD00036DSP 
OG0010065 	 NA 	  0.13104991529999999 	 APHD00117MANT 
OG0009696 	 NA 	  0.0496662502 	 APHD00071MCER 
OG0010866 	 NA 	  0.1264842382 	 APHD00302MFAT 
OG0011692 	 NA 	  0.0956707813 	 APHD00036DSP 
OG0009555 	 NA 	  0.0688782454 	 APHD00071MCER 
OG0011551 	 NA 	  0.0533832865 	 APHD00036DSP 
OG0005314 	 NA 	  0.20108462309999997 	 APHD00093BHEL 
OG0006788 	 NA 	  0.0451793022 	 APHD00036DSP 
OG0011378 	 NA 	  0.03777604130000001 	 APHD00036DSP 
OG0006262 	 NA 	  0.1854472466 	 MVAR 
OG0007756 	 NA 	  0.12883273779999999 	 APHD00036DSP 
OG0005426 	 NA 	  0.0497185095 	 APHD00036DSP 
OG0011263 	 NA 	  0.14995178359999997 	 APHD00036DSP 
OG0009267 	 NA 	  0.3561224395 	 APHD00071MCER 
OG0010494 	 NA 	  0.08740878499999999 	 APHD00036DSP 
OG0008753 	 NA 	  0.20326386410000002 	 APHD00036DSP 
OG0010757 	 NA 	  0.055106836699999995 	 APHD00071MCER 
OG0006379 	 NA 	  0.39595534200000004 	 APHD00036DSP 
OG0008979 	 NA 	  0.05964272970000001 	 APHD00071MCER 
OG0011789 	 NA 	  0.093740833 	 APHD00036DSP 
OG0007064 	 NA 	  0.1677959803 	 APHD00093BHEL 
OG0006693 	 NA 	  0.15171075750000002 	 APHD00144MVAR 
OG0006550 	 NA 	  0.1164242613 	 APHD00071MCER 
OG0009355 	 NA 	  0.053436867999999985 	 APHD00036DSP 
OG0005514 	 NA 	  0.058461243499999996 	 APHD00036DSP 
OG0011891 	 NA 	  0.0441407776 	 APHD00071MCER 
OG0010665 	 NA 	  0.07980912 	 APHD00071MCER 
OG0011092 	 NA 	  0.4241159873 	 APHD00093BHEL 
OG0009895 	 NA 	  0.0927799517 	 APHD00071MCER 
OG0006188 	 NA 	  0.07152314109999999 	 APHD00036DSP 
OG0011578 	 NA 	  0.10724890380000002 	 APHD00036DSP 
OG0007156 	 NA 	  0.047901122 	 APHD00071MCER 
OG0012227 	 NA 	  0.0648026629 	 MLYT 
OG0006462 	 NA 	  0.0577203046 	 APHD00036DSP 
OG0007295 	 NA 	  0.0993949888 	 APHD00036DSP 
OG0008153 	 NA 	  0.11211978040000001 	 APHD00071MCER 
OG0010157 	 NA 	  0.1002022678 	 APHD00036DSP 
OG0008950 	 NA 	  0.30217090280000003 	 MLYT 
OG0008290 	 NA 	  0.0824647039 	 APHD00036DSP 
OG0011463 	 NA 	  0.2633473557 	 APHD00093BHEL 
OG0005226 	 NA 	  0.1677025869 	 APHD00144MVAR 
OG0010294 	 NA 	  0.0528016402 	 APHD00036DSP 
OG0009467 	 NA 	  0.0605732138 	 APHD00071MCER 
OG0006579 	 NA 	  0.1835147887 	 APHD00036DSP 
OG0011189 	 NA 	  0.0916285033 	 APHD00093BHEL 
OG0006350 	 NA 	  0.035084724 	 APHD00036DSP 
OG0007664 	 NA 	  0.10937251550000002 	 APHD00036DSP 
OG0006890 	 NA 	  0.09054936059999999 	 APHD00036DSP 
OG0006093 	 NA 	  0.1842860582 	 APHD00071MCER 
OG0012269 	 NA 	  0.0806394574 	 MLYT 
OG0008006 	 NA 	  0.041413488 	 APHD00036DSP 
OG0010801 	 NA 	  0.07468256440000001 	 APHD00071MCER 
OG0008805 	 NA 	  0.1867752959 	 APHD00276BAMY 
OG0005373 	 NA 	  0.1300894166 	 APHD00036DSP 
OG0011536 	 NA 	  0.6297510159 	 APHD00144MVAR 
OG0009532 	 NA 	  0.2230795816 	 APHD00093BHEL 
OG0012440 	 NA 	  0.052055833600000004 	 APHD00302MFAT 
OG0006205 	 NA 	  0.069869388 	 APHD00036DSP 
OG0007731 	 NA 	  0.2267807067 	 APHD00036DSP 
OG0005699 	 NA 	  0.20457241439999999 	 APHD00144MVAR 
OG0009200 	 NA 	  0.1808583233 	 APHD00144MVAR 
OG0011204 	 NA 	  0.3115600146 	 APHD00302MFAT 
OG0005441 	 NA 	  0.0534070117 	 MCER 
OG0010730 	 NA 	  0.34577635560000003 	 APHD00093BHEL 
OG0005782 	 NA 	  0.046370336799999995 	 APHD00093BHEL 
OG0008734 	 NA 	  0.0721647016 	 APHD00071MCER 
OG0007800 	 NA 	  0.5510239540999999 	 MLYT 
OG0007003 	 NA 	  0.0691296937 	 APHD00036DSP 
OG0006537 	 NA 	  0.0827154335 	 MVAR 
OG0010119 	 NA 	  0.14399074220000002 	 APHD00036DSP 
OG0009429 	 NA 	  0.11732193390000001 	 APHD00036DSP 
OG0007658 	 NA 	  0.138531137 	 APHD00071MCER 
OG0010742 	 NA 	  0.061614173599999995 	 APHD00036DSP 
OG0008746 	 NA 	  0.06922950450000001 	 APHD00036DSP 
OG0009272 	 NA 	  0.1515584889 	 APHD00036DSP 
OG0010481 	 NA 	  0.0891424642 	 APHD00036DSP 
OG0005433 	 NA 	  0.09707467830000002 	 APHD00071MCER 
OG0011276 	 NA 	  0.9805678082 	 APHD00093BHEL 
OG0008485 	 NA 	  0.06540786180000001 	 APHD00036DSP 
OG0012300 	 NA 	  0.0948794699 	 APHD00071MCER 
OG0006545 	 NA 	  0.2864579783 	 MLIG 
OG0007872 	 NA 	  0.043214625699999995 	 APHD00036DSP 
OG0010968 	 NA 	  0.1231486305 	 APHD00071MCER 
OG0009798 	 NA 	  0.08074814220000001 	 APHD00036DSP 
OG0007969 	 NA 	  0.232863198 	 APHD00093BHEL 
OG0011544 	 NA 	  0.1654288373 	 APHD00144MVAR 
OG0005301 	 NA 	  0.06377873280000002 	 APHD00302MFAT 
OG0010873 	 NA 	  0.09636228869999999 	 APHD00036DSP 
OG0008074 	 NA 	  0.0430568213 	 APHD00071MCER 
OG0011687 	 NA 	  0.110487783 	 APHD00036DSP 
OG0008877 	 NA 	  0.1431238211 	 APHD00093BHEL 
OG0010070 	 NA 	  0.4591954828 	 APHD00093BHEL 
OG0009683 	 NA 	  0.08154009899999999 	 APHD00036DSP 
OG0007743 	 NA 	  0.051058356299999996 	 APHD00036DSP 
OG0006277 	 NA 	  0.07786498920000001 	 APHD00036DSP 
OG0010659 	 NA 	  0.0513899606 	 APHD00036DSP 
OG0009369 	 NA 	  0.057139576100000006 	 APHD00036DSP 
OG0005528 	 NA 	  0.05818940749999999 	 APHD00036DSP 
OG0005254 	 NA 	  0.0627534381 	 APHD00071MCER 
OG0011411 	 NA 	  0.0913118357 	 APHD00071MCER 
OG0009415 	 NA 	  0.062105665399999996 	 APHD00036DSP 
OG0010926 	 NA 	  0.07508047289999999 	 MLYT 
OG0008121 	 NA 	  0.04885600230000001 	 APHD00071MCER 
OG0005197 	 NA 	  0.0129455267 	 APHD00071MCER 
OG0008922 	 NA 	  0.1016012261 	 APHD00036DSP 
OG0010125 	 NA 	  0.0655597586 	 APHD00036DSP 
OG0005994 	 NA 	  0.0808404969 	 APHD00036DSP 
OG0008708 	 NA 	  0.0670867584 	 APHD00036DSP 
OG0011238 	 NA 	  0.2361737627 	 APHD00071MCER 
OG0009327 	 NA 	  0.3859731196 	 APHD00036DSP 
OG0011323 	 NA 	  0.0683199946 	 APHD00071MCER 
OG0005566 	 NA 	  0.07322788749999999 	 other_MPER_LIB_SRR13326386 
OG0006239 	 NA 	  0.4365938738 	 APHD00302MFAT 
OG0008839 	 NA 	  0.1484655708 	 APHD00036DSP 
OG0006410 	 NA 	  0.3606311274 	 APHD00071MCER 
OG0012255 	 NA 	  0.24006514750000002 	 APHD00071MCER 
OG0012196 	 NA 	  0.102364338 	 APHD00036DSP 
OG0007927 	 NA 	  0.2049862449 	 APHD00036DSP 
OG0007124 	 NA 	  0.1869534762 	 APHD00036DSP 
OG0012069 	 NA 	  0.0523593769 	 APHD00036DSP 
OG0010202 	 NA 	  0.0983161096 	 APHD00036DSP 
OG0009732 	 NA 	  0.045714639 	 APHD00036DSP 
OG0011736 	 NA 	  0.0239502182 	 APHD00036DSP 
OG0005173 	 NA 	  0.0725994811 	 APHD00036DSP 
OG0006806 	 NA 	  0.1544768103 	 APHD00071MCER 
OG0007531 	 NA 	  0.11527116369999998 	 APHD00036DSP 
OG0009918 	 NA 	  0.0433892676 	 APHD00036DSP 
OG0005499 	 NA 	  0.11305056310000001 	 APHD00302MFAT 
OG0012498 	 NA 	  0.3795817178 	 APHD00036DSP 
OG0005641 	 NA 	  0.0663976776 	 APHD00016DFOE 
OG0011004 	 NA 	  0.0431681199 	 APHD00036DSP 
OG0009803 	 NA 	  0.1289344562 	 APHD00036DSP 
OG0009000 	 NA 	  0.306315069 	 APHD00144MVAR 
OG0008534 	 NA 	  0.1555005829 	 APHD00036DSP 
OG0005582 	 NA 	  0.071731345 	 APHD00036DSP 
OG0010530 	 NA 	  0.07328603389999999 	 APHD00036DSP 
OG0007203 	 NA 	  0.0732330314 	 APHD00036DSP 
OG0012172 	 NA 	  0.1755952965 	 APHD00016DFOE 
OG0006737 	 NA 	  0.10891294170000002 	 APHD00036DSP 
OG0010319 	 NA 	  0.0391639589 	 APHD00036DSP 
OG0009629 	 NA 	  0.051542232699999996 	 APHD00071MCER 
OG0005068 	 NA 	  0.4510459722 	 other_MPER_LIB_SRR13326386 
OG0011151 	 NA 	  0.20337813520000003 	 APHD00036DSP 
OG0009956 	 NA 	  0.2581807673 	 APHD00093BHEL 
OG0009155 	 NA 	  0.1283390995 	 APHD00071MCER 
OG0011952 	 NA 	  0.04064648580000001 	 APHD00036DSP 
OG0008461 	 NA 	  0.14065625799999998 	 APHD00036DSP 
OG0011292 	 NA 	  0.0904849487 	 APHD00036DSP 
OG0010465 	 NA 	  0.0808310389 	 APHD00071MCER 
OG0009296 	 NA 	  0.1044864484 	 MCER 
OG0006848 	 NA 	  0.0886741254 	 APHD00071MCER 
OG0006388 	 NA 	  0.0933343028 	 APHD00117MANT 
OG0008248 	 NA 	  0.10868712879999999 	 APHD00071MCER 
OG0008988 	 NA 	  0.1279974968 	 MVAR 
OG0011778 	 NA 	  0.0917883726 	 APHD00036DSP 
OG0007356 	 NA 	  0.0856371132 	 APHD00071MCER 
OG0007896 	 NA 	  0.4892897962 	 APHD00144MVAR 
OG0006662 	 NA 	  0.043226473200000004 	 APHD00071MCER 
OG0008353 	 NA 	  0.0437738894 	 APHD00071MCER 
OG0010094 	 NA 	  0.0797797651 	 APHD00071MCER 
OG0008893 	 NA 	  0.0357849675 	 APHD00036DSP 
OG0011663 	 NA 	  0.0692084018 	 APHD00036DSP 
OG0008090 	 NA 	  0.0670751891 	 APHD00117MANT 
OG0010897 	 NA 	  0.11675427399999999 	 APHD00071MCER 
OG0006779 	 NA 	  0.0768793491 	 APHD00016DFOE 
OG0011849 	 NA 	  0.17705648670000002 	 APHD00036DSP 
OG0006150 	 NA 	  0.0527873606 	 APHD00036DSP 
OG0006953 	 NA 	  0.08075504210000001 	 other_MCER_LIB12394_ERR2236144 
OG0006293 	 NA 	  0.2509659085 	 APHD00071MCER 
OG0007464 	 NA 	  0.0802998961 	 APHD00093BHEL 
OG0005857 	 NA 	  0.0435839441 	 APHD00036DSP 
OG0009615 	 NA 	  0.07089106519999999 	 APHD00036DSP 
OG0011611 	 NA 	  0.0605319386 	 APHD00036DSP 
OG0005054 	 NA 	  0.11240973330000001 	 APHD00144MVAR 
OG0010325 	 NA 	  0.22672516599999998 	 APHD00117MANT 
OG0005397 	 NA 	  0.0788289449 	 MPER 
OG0008321 	 NA 	  0.1076876841 	 APHD00071MCER 
OG0008508 	 NA 	  0.05372554190000001 	 APHD00036DSP 
OG0011038 	 NA 	  0.1047293041 	 APHD00071MCER 
OG0006122 	 NA 	  0.09585315300000001 	 APHD00036DSP 
OG0006921 	 NA 	  0.1430194717 	 MLYT 
OG0008413 	 NA 	  0.060925337999999996 	 APHD00036DSP 
OG0005766 	 NA 	  0.08783546129999997 	 APHD00071MCER 
OG0009924 	 NA 	  0.09381961679999999 	 APHD00036DSP 
OG0011123 	 NA 	  0.0656842759 	 APHD00071MCER 
OG0011920 	 NA 	  0.1127466633 	 APHD00036DSP 
OG0009127 	 NA 	  0.1126423378 	 APHD00071MCER 
OG0006039 	 NA 	  0.0860296214 	 APHD00036DSP 
OG0012055 	 NA 	  0.07167880260000001 	 APHD00071MCER 
OG0006610 	 NA 	  0.5363744488999999 	 MLIG 
OG0008546 	 NA 	  0.051361907199999994 	 APHD00036DSP 
OG0010542 	 NA 	  0.3491913218 	 APHD00036DSP 
OG0009871 	 NA 	  0.0641640975 	 APHD00036DSP 
OG0011076 	 NA 	  0.0704312042 	 APHD00036DSP 
OG0005633 	 NA 	  0.19464564 	 MLIG 
OG0010681 	 NA 	  0.1217045565 	 MCER 
OG0011875 	 NA 	  0.25709334159999997 	 APHD00144MVAR 
OG0009072 	 NA 	  0.12809211310000002 	 APHD00036DSP 
OG0006745 	 NA 	  0.351898766 	 MCER 
OG0007271 	 NA 	  0.1120358277 	 APHD00036DSP 
OG0006486 	 NA 	  0.0768659643 	 APHD00036DSP 
OG0005819 	 NA 	  0.0935898906 	 APHD00071MCER 
OG0009598 	 NA 	  0.1154685208 	 APHD00036DSP 
OG0009740 	 NA 	  0.0561315592 	 APHD00071MCER 
OG0005101 	 NA 	  0.118279181 	 MVAR 
OG0011744 	 NA 	  0.06010671570000001 	 APHD00036DSP 
OG0010270 	 NA 	  0.058441126999999995 	 APHD00117MANT 
OG0011487 	 NA 	  0.0684524998 	 APHD00117MANT 
OG0008274 	 NA 	  0.14568164239999998 	 APHD00036DSP 
OG0007543 	 NA 	  0.08953956930000001 	 APHD00071MCER 
OG0006874 	 NA 	  0.0567361225 	 APHD00071MCER 
OG0007680 	 NA 	  0.0916621997 	 APHD00071MCER 
OG0010459 	 NA 	  0.047647151 	 MLYT 
OG0005728 	 NA 	  0.2448316354 	 APHD00093BHEL 
OG0009169 	 NA 	  0.0619961194 	 APHD00071MCER 
OG0006308 	 NA 	  0.1200078889 	 APHD00071MCER 
OG0009216 	 NA 	  0.13653062 	 APHD00093BHEL 
OG0005457 	 NA 	  0.14866201410000002 	 APHD00071MCER 
OG0010726 	 NA 	  0.055152164999999996 	 APHD00036DSP 
OG0008722 	 NA 	  0.118914925 	 APHD00071MCER 
OG0005794 	 NA 	  0.0539800131 	 APHD00036DSP 
OG0007816 	 NA 	  0.0455271847 	 APHD00036DSP 
OG0007015 	 NA 	  0.0867171377 	 APHD00071MCER 
OG0012364 	 NA 	  0.1149453175 	 APHD00036DSP 
OG0006521 	 NA 	  0.0937635768 	 APHD00071MCER 
OG0008908 	 NA 	  0.0359041789 	 APHD00071MCER 
OG0008010 	 NA 	  0.0638024606 	 APHD00093BHEL 
OG0008813 	 NA 	  0.0762935322 	 APHD00071MCER 
OG0010014 	 NA 	  0.07917682109999999 	 APHD00036DSP 
OG0011520 	 NA 	  0.0587017396 	 APHD00036DSP 
OG0005365 	 NA 	  0.06944305379999999 	 APHD00036DSP 
OG0009524 	 NA 	  0.0855078104 	 APHD00036DSP 
OG0011309 	 NA 	  0.11587195860000002 	 APHD00036DSP 
OG0008639 	 NA 	  0.2061187264 	 APHD00071MCER 
OG0010942 	 NA 	  0.047148125500000006 	 APHD00302MFAT 
OG0008145 	 NA 	  0.0574942117 	 APHD00036DSP 
OG0010141 	 NA 	  0.37363942530000005 	 APHD00036DSP 
OG0005230 	 NA 	  0.1135869999 	 APHD00071MCER 
OG0011475 	 NA 	  0.1833341363 	 APHD00036DSP 
OG0008286 	 NA 	  0.0591159724 	 APHD00071MCER 
OG0009471 	 NA 	  0.0693627701 	 APHD00036DSP 
OG0007858 	 NA 	  0.0830853503 	 MLYT 
OG0007398 	 NA 	  0.0819179414 	 APHD00036DSP 
OG0009258 	 NA 	  0.057891431 	 APHD00071MCER 
OG0005419 	 NA 	  0.014288134300000001 	 APHD00071MCER 
OG0010768 	 NA 	  0.0710546306 	 APHD00036DSP 
OG0009998 	 NA 	  0.0524180652 	 APHD00071MCER 
OG0006886 	 NA 	  0.0845581515 	 APHD00022MORN 
OG0007672 	 NA 	  0.3416203234 	 APHD00093BHEL 
OG0006085 	 NA 	  0.07151331550000001 	 APHD00071MCER 
OG0009343 	 NA 	  0.0893079144 	 APHD00276BAMY 
OG0011347 	 NA 	  0.0568032385 	 APHD00036DSP 
OG0005502 	 NA 	  0.4923099417 	 APHD00093BHEL 
OG0010673 	 NA 	  0.145697369 	 APHD00093BHEL 
OG0011887 	 NA 	  0.0541781322 	 APHD00036DSP 
OG0009080 	 NA 	  0.0589048385 	 APHD00036DSP 
OG0008677 	 NA 	  0.057893697699999996 	 APHD00036DSP 
OG0009883 	 NA 	  0.042176470900000006 	 MLYT 
OG0011084 	 NA 	  0.4170366375 	 APHD00093BHEL 
OG0010859 	 NA 	  0.1632486355 	 APHD00071MCER 
