Gene 	 AAURdistance	treedist	longestBranch 
OG0008556 	 3.0709856973 	  3.0647129603 	 APHD00272AAUR 
OG0010552 	 NA 	  0.1543463222 	 APHD00270ASPlk 
OG0004317 	 NA 	  0.2467956564 	 APHD00305MDON 
OG0007334 	 0.054821353399999995 	  0.3906603571 	 APHD00084AFAB 
OG0012386 	 0.0557591155 	  0.2636624565 	 other_AGLY_bt4_SRR3190086 
OG0003968 	 NA 	  0.32016446919999997 	 APHD00223MSAC 
OG0006600 	 0.9187463189999999 	  0.9122713344 	 APHD00272AAUR 
OG0012045 	 1.6909102084 	  1.6981434006 	 APHD00272AAUR 
OG0009934 	 1.4605839386000001 	  1.4586578104999999 	 APHD00272AAUR 
OG0011133 	 2e-06 	  0.1625616389 	 APHD00270ASPlk 
OG0005776 	 1.9359733107 	  1.9287103345999999 	 APHD00272AAUR 
OG0004982 	 1.1616051734 	  1.157631765 	 APHD00272AAUR 
OG0011930 	 NA 	  0.287479119 	 APHD00027ASPnl 
OG0009137 	 1.1741009143999999 	  1.1623420046 	 APHD00272AAUR 
OG0004181 	 NA 	  0.0963161237 	 APHD00270ASPlk 
OG0008403 	 1.7564815177 	  1.7441566904999999 	 APHD00272AAUR 
OG0010407 	 NA 	  0.1356847327 	 APHD00270ASPlk 
OG0006029 	 3.1873857558000003 	  3.1790967199 	 APHD00272AAUR 
OG0003742 	 0.41184966640000004 	  0.34957412670000004 	 APHD00272AAUR 
OG0004899 	 0.0428297738 	  0.11626540829999998 	 APHD00270ASPlk 
OG0011028 	 1.3018076756 	  1.4449673463000001 	 APHD00272AAUR 
OG0008518 	 0.22286185890000001 	  0.183351353 	 APHD00223MSAC 
OG0004359 	 2e-06 	  0.2603610589 	 APHD00270ASPlk 
OG0006132 	 NA 	  0.2859041624 	 APHD00270ASPlk 
OG0006931 	 10.0361193033 	  10.0174964413 	 APHD00272AAUR 
OG0007406 	 NA 	  0.267142656 	 APHD00301HPRU 
OG0010335 	 NA 	  0.1691214934 	 APHD00270ASPlk 
OG0004570 	 NA 	  0.37820521809999996 	 APHD00301HPRU 
OG0008331 	 2.183236175100001 	  2.1710808435 	 APHD00272AAUR 
OG0005387 	 2.5624910133 	  2.572621302 	 APHD00272AAUR 
OG0009605 	 NA 	  0.1222265632 	 APHD00270ASPlk 
OG0005847 	 0.8288637212 	  0.9061223853 	 APHD00272AAUR 
OG0005044 	 0.0296779629 	  0.0680406621 	 APHD00270ASPlk 
OG0011601 	 NA 	  0.1438514116 	 APHD00270ASPlk 
OG0003873 	 1.5841576775000001 	  1.5698756106999998 	 APHD00272AAUR 
OG0012362 	 NA 	  0.161089355 	 APHD00014ASPnl 
OG0006527 	 1.4367357581 	  1.3996593493 	 APHD00272AAUR 
OG0007810 	 NA 	  0.1843550483 	 APHD00270ASPlk 
OG0007013 	 NA 	  0.26729242870000003 	 APHD00270ASPlk 
OG0005278 	 NA 	  0.1163975335 	 APHD00301HPRU 
OG0009439 	 1.6042773639999999 	  1.5193773083 	 APHD00272AAUR 
OG0010109 	 0.1641933872 	  0.14469544029999998 	 APHD00272AAUR 
OG0010720 	 NA 	  0.1824229081 	 APHD00301HPRU 
OG0004165 	 NA 	  0.37022016139999997 	 APHD00223MSAC 
OG0004966 	 NA 	  0.2769858087 	 APHD00270ASPlk 
OG0008724 	 NA 	  0.21940785109999997 	 APHD00270ASPlk 
OG0005792 	 1.0379160289000002 	  1.0055089084 	 APHD00272AAUR 
OG0009210 	 1.6459086573000001 	  2.2927105816 	 APHD00027ASPnl 
OG0005451 	 NA 	  0.2537900981 	 APHD00027ASPnl 
OG0011214 	 1.8803556082 	  1.8803567926 	 APHD00272AAUR 
OG0007721 	 1.4661191120000001 	  1.4819200168 	 APHD00272AAUR 
OG0006215 	 2.2031034706999995 	  3.0174541713 	 APHD00027ASPnl 
OG0012450 	 NA 	  0.691292336 	 APHD00305MDON 
OG0005689 	 NA 	  0.20030939139999998 	 APHD00270ASPlk 
OG0012279 	 0.6587815733 	  0.47458747040000004 	 APHD00003ACRA 
OG0003897 	 0.25109239829999996 	  0.3243440148 	 APHD00270ASPlk 
OG0007108 	 NA 	  0.1260301821 	 APHD00301HPRU 
OG0011526 	 0.9270660723999999 	  0.8668723683 	 APHD00272AAUR 
OG0005363 	 NA 	  0.4104828102 	 APHD00027ASPnl 
OG0009522 	 1.8781324604 	  1.8538142088 	 APHD00272AAUR 
OG0004594 	 NA 	  0.12271778459999999 	 APHD00270ASPlk 
OG0008016 	 NA 	  0.1262545427 	 APHD00305MDON 
OG0010811 	 NA 	  0.3205156981 	 APHD00270ASPlk 
OG0004657 	 NA 	  0.1185277847 	 APHD00305MDON 
OG0010012 	 1.9528015922 	  1.8755777858 	 APHD00272AAUR 
OG0008815 	 NA 	  0.1472304957 	 APHD00270ASPlk 
OG0011199 	 NA 	  0.0943832895 	 APHD00270ASPlk 
OG0004928 	 10.084319426900002 	  10.0551010685 	 APHD00272AAUR 
OG0006880 	 NA 	  0.3655070661 	 APHD00027ASPnl 
OG0007674 	 NA 	  0.23432091370000002 	 APHD00270ASPlk 
OG0006083 	 0.2324535609 	  0.3014212946 	 other_AFAB_empraba_SRR5651508 
OG0012505 	 NA 	  0.0894540245 	 APHD00270ASPlk 
OG0006340 	 NA 	  0.31794869850000007 	 APHD00305MDON 
OG0005236 	 8.2559788423 	  8.2440694943 	 APHD00272AAUR 
OG0011473 	 1.1541076339999998 	  1.1472661591 	 APHD00272AAUR 
OG0008280 	 1.0401283786 	  1.0220152789999999 	 APHD00272AAUR 
OG0009477 	 1.0177653964 	  1.0141014312 	 APHD00272AAUR 
OG0010284 	 0.0074339652999999995 	  0.1486601012 	 APHD00270ASPlk 
OG0008143 	 NA 	  0.1762951714 	 APHD00270ASPlk 
OG0010944 	 NA 	  0.1391142012 	 APHD00270ASPlk 
OG0010147 	 NA 	  0.30917998989999995 	 APHD00270ASPlk 
OG0008940 	 1.1833302567000001 	  1.2463177986000002 	 APHD00272AAUR 
OG0004702 	 NA 	  0.12254832339999999 	 APHD00221ANER 
OG0006569 	 2e-06 	  0.1126656804 	 APHD00270ASPlk 
OG0011568 	 0.5614041307000001 	  0.5422698762 	 APHD00272AAUR 
OG0008058 	 2.0016e-06 	  0.4189408558 	 APHD00270ASPlk 
OG0004619 	 NA 	  0.32447014799999996 	 APHD00223MSAC 
OG0006472 	 0.9456861404000001 	  0.9413041662999999 	 APHD00272AAUR 
OG0012237 	 NA 	  0.2820431763 	 APHD00270ASPlk 
OG0007285 	 NA 	  0.09696925840000001 	 APHD00270ASPlk 
OG0007945 	 0.7910595247 	  0.7674519648 	 APHD00272AAUR 
OG0007146 	 NA 	  0.1147119838 	 APHD00223MSAC 
OG0004030 	 0.7048000433999999 	  0.6990065025000001 	 APHD00272AAUR 
OG0010675 	 2.5334668501 	  2.5254628045999996 	 APHD00272AAUR 
OG0009086 	 0.862301734 	  1.3440896469 	 APHD00027ASPnl 
OG0011881 	 1.6815716358 	  1.594734089 	 APHD00272AAUR 
OG0004833 	 4.926501663700001 	  4.903088585 	 APHD00272AAUR 
OG0011082 	 0.0035648812000000003 	  0.123499833 	 APHD00270ASPlk 
OG0009885 	 NA 	  0.1483031629 	 APHD00270ASPlk 
OG0009345 	 0.0704051148 	  0.3265592357 	 APHD00270ASPlk 
OG0011341 	 2e-06 	  0.1038074823 	 APHD00027ASPnl 
OG0005504 	 NA 	  0.1651935645 	 APHD00270ASPlk 
OG0006198 	 0.1638664683 	  0.7719728012 	 APHD00301HPRU 
OG0008829 	 1.9009978483000003 	  1.8923518863000002 	 APHD00272AAUR 
OG0007937 	 10.103323803800002 	  10.084500480900001 	 APHD00272AAUR 
OG0012186 	 2.0006e-06 	  0.1448014581 	 APHD00270ASPlk 
OG0007134 	 2.2226672529999996 	  2.2125845410999996 	 APHD00272AAUR 
OG0012245 	 NA 	  0.0755086427 	 APHD00270ASPlk 
OG0006400 	 2.1342949011000005 	  2.118355371 	 APHD00272AAUR 
OG0004381 	 NA 	  0.5035208718 	 other_AURT_QM_SRR11037232 
OG0009337 	 NA 	  0.3313908023 	 APHD00270ASPlk 
OG0005576 	 1.0470227276000001 	  1.0416355389 	 APHD00272AAUR 
OG0011333 	 NA 	  0.4227512808 	 APHD00014ASPnl 
OG0010607 	 4.0003490676 	  3.9917247638 	 APHD00272AAUR 
OG0004042 	 5.168684862299999 	  5.1593365612 	 APHD00272AAUR 
OG0004841 	 2.0011741466 	  1.9915578397 	 APHD00272AAUR 
OG0008603 	 0.4208080382 	  0.480318013 	 APHD00272AAUR 
OG0006229 	 NA 	  0.5089962305 	 APHD00223MSAC 
OG0011228 	 NA 	  0.1903740511 	 APHD00270ASPlk 
OG0004159 	 0.0008715952 	  0.1818448894 	 APHD00270ASPlk 
OG0008718 	 NA 	  0.317193196 	 APHD00270ASPlk 
OG0006332 	 NA 	  0.2005553471 	 APHD00270ASPlk 
OG0007606 	 NA 	  0.3599422051 	 other_AGOS_Hap1_SRR14552454 
OG0005187 	 2.3615228859 	  2.3590593787 	 APHD00272AAUR 
OG0010936 	 NA 	  0.2042127768 	 APHD00270ASPlk 
OG0008131 	 3.3203561478999997 	  3.3088862699 	 APHD00272AAUR 
OG0005984 	 NA 	  10.0458429887 	 other_AGLY_bt4_SRR3190086 
OG0004770 	 NA 	  0.1111554807 	 APHD00270ASPlk 
OG0008932 	 0.3454120332 	  0.3654936827 	 APHD00272AAUR 
OG0010135 	 NA 	  0.1078192481 	 APHD00270ASPlk 
OG0011401 	 1.5612467983000002 	  1.552874108 	 APHD00272AAUR 
OG0005244 	 0.0812574524 	  1.4655206894 	 other_AGLY_bt4_SRR3190086 
OG0009405 	 NA 	  0.1111193483 	 APHD00027ASPnl 
OG0007490 	 NA 	  0.3241740851 	 APHD00223MSAC 
OG0012422 	 NA 	  0.12035894640000001 	 APHD00270ASPlk 
OG0006267 	 NA 	  0.4905485348 	 other_AGLY_bt4_SRR3190086 
OG0007753 	 0.0015092359 	  0.1158829649 	 APHD00223MSAC 
OG0009379 	 10.1385115576 	  10.1285936247 	 APHD00272AAUR 
OG0005538 	 4.0649764179000005 	  4.0554051353 	 APHD00272AAUR 
OG0010649 	 1.2826720578 	  1.2560962941 	 APHD00272AAUR 
OG0007979 	 NA 	  0.11059673589999999 	 APHD00270ASPlk 
OG0011697 	 NA 	  0.1558245608 	 APHD00223MSAC 
OG0010863 	 NA 	  0.1184244884 	 APHD00270ASPlk 
OG0008064 	 NA 	  0.4403926577 	 APHD00305MDON 
OG0009693 	 0.37558576479999994 	  0.6883005551999999 	 other_AGOS_Hap3_SRR14552459 
OG0008867 	 9.5353731437 	  9.5331435986 	 APHD00272AAUR 
OG0010060 	 NA 	  0.1060557476 	 APHD00270ASPlk 
OG0004625 	 NA 	  0.1590150662 	 APHD00270ASPlk 
OG0005311 	 2.5758657059 	  2.556002411 	 APHD00272AAUR 
OG0011554 	 NA 	  0.0984157343 	 APHD00223MSAC 
OG0009550 	 NA 	  0.9079313161 	 APHD00027ASPnl 
OG0007862 	 2.4378308591 	  2.4239482876 	 APHD00272AAUR 
OG0006696 	 1.0217613191000001 	  0.9132895444 	 APHD00272AAUR 
OG0007061 	 NA 	  0.1564190701 	 APHD00270ASPlk 
OG0006555 	 1.9891324279000002 	  1.9815139263000001 	 APHD00272AAUR 
OG0012310 	 NA 	  0.1468886966 	 APHD00270ASPlk 
OG0010978 	 NA 	  0.1058753021 	 APHD00270ASPlk 
OG0009788 	 0.1191935189 	  0.1135146355 	 APHD00272AAUR 
OG0012539 	 NA 	  0.1007835354 	 APHD00270ASPlk 
OG0007648 	 NA 	  0.1843926624 	 APHD00223MSAC 
OG0010491 	 1.9869079207 	  1.8376983783 	 APHD00272AAUR 
OG0009262 	 1.4767390909000002 	  1.4649273968999998 	 APHD00272AAUR 
OG0008495 	 NA 	  0.131536302 	 APHD00270ASPlk 
OG0011266 	 0.06231858829999999 	  0.17199712550000001 	 APHD00270ASPlk 
OG0005423 	 2.0329501544 	  1.9822207332 	 APHD00272AAUR 
OG0004117 	 0.2405808114 	  0.754980515 	 APHD00232ASP 
OG0010752 	 NA 	  0.3137224791 	 APHD00270ASPlk 
OG0008756 	 1.5259956298000001 	  1.5204036061 	 APHD00272AAUR 
OG0004914 	 2e-06 	  0.133042576 	 APHD00270ASPlk 
OG0007153 	 NA 	  0.2086198282 	 other_AGOS_hic_ERR6928994 
OG0007950 	 NA 	  0.0867128427 	 APHD00027ASPnl 
OG0006467 	 0.9623521943 	  0.9598231949 	 APHD00272AAUR 
OG0012222 	 NA 	  0.1930050719 	 APHD00270ASPlk 
OG0010049 	 3.7714802383 	  3.7005515781 	 APHD00272AAUR 
OG0009579 	 0.23583045900000005 	  0.3017092832 	 other_AGOS_Hap3_SRR14552459 
OG0005338 	 NA 	  0.1391570466 	 APHD00027ASPnl 
OG0011354 	 2e-06 	  0.1726276474 	 APHD00270ASPlk 
OG0005511 	 NA 	  0.2351663252 	 APHD00223MSAC 
OG0009350 	 1.3832710544999998 	  1.3787450446 	 APHD00272AAUR 
OG0008664 	 10.251062354400002 	  10.1946340877 	 APHD00272AAUR 
OG0004826 	 NA 	  0.300748127 	 APHD00270ASPlk 
OG0011097 	 NA 	  0.10170665640000001 	 APHD00270ASPlk 
OG0009890 	 0.296439347 	  0.40983289730000005 	 APHD00272AAUR 
OG0004025 	 0.4790918339 	  0.5018885281 	 APHD00272AAUR 
OG0010660 	 0.12493197149999999 	  0.3208123092 	 APHD00301HPRU 
OG0009093 	 NA 	  0.10969999230000001 	 APHD00270ASPlk 
OG0011894 	 2e-06 	  0.1188584003 	 APHD00270ASPlk 
OG0012510 	 NA 	  0.0894845751 	 APHD00270ASPlk 
OG0006355 	 NA 	  0.088532127 	 APHD00270ASPlk 
OG0006096 	 3.3020641988 	  3.2775588582 	 APHD00272AAUR 
OG0006895 	 1.8450503732 	  1.8217432217 	 APHD00272AAUR 
OG0009188 	 2.7449535043999997 	  2.7189628582 	 APHD00272AAUR 
OG0007048 	 NA 	  0.1162609782 	 APHD00270ASPlk 
OG0012339 	 2.3561907652000005 	  2.3521382672 	 APHD00272AAUR 
OG0010152 	 NA 	  0.2422359757 	 APHD00027ASPnl 
OG0008955 	 2.7060087936999997 	  2.699349801 	 APHD00272AAUR 
OG0004717 	 0.9377706218 	  0.9017661171 	 APHD00272AAUR 
OG0008156 	 0.8242604716 	  0.7978492202999999 	 APHD00272AAUR 
OG0010951 	 NA 	  0.10514396309999999 	 APHD00027ASPnl 
OG0009462 	 0.0018772527 	  0.0841481367 	 APHD00270ASPlk 
OG0010291 	 NA 	  4.8205423597 	 APHD00027ASPnl 
OG0005223 	 NA 	  0.13430809300000002 	 APHD00270ASPlk 
OG0011466 	 0.0038492917 	  0.10190138030000001 	 APHD00270ASPlk 
OG0008295 	 NA 	  0.160081665 	 APHD00270ASPlk 
OG0004868 	 1.6331061212 	  1.5939436617 	 APHD00272AAUR 
OG0006200 	 NA 	  0.1419014253 	 APHD00301HPRU 
OG0012445 	 8.169707728199997 	  8.1932222518 	 APHD00272AAUR 
OG0007734 	 2.2859765546 	  2.2968601561 	 APHD00272AAUR 
OG0004642 	 NA 	  0.42196973429999995 	 APHD00027ASPnl 
OG0010007 	 1.7760408905999998 	  1.7538650004 	 APHD00272AAUR 
OG0008800 	 NA 	  0.3343353055 	 APHD00270ASPlk 
OG0008003 	 1.4480860105000002 	  1.4326066267000002 	 APHD00272AAUR 
OG0010804 	 1.0306455874000002 	  1.0258188406 	 APHD00272AAUR 
OG0009537 	 NA 	  0.1040474252 	 APHD00305MDON 
OG0004581 	 NA 	  0.49478674329999994 	 APHD00265ANA 
OG0011533 	 NA 	  0.1836548331 	 APHD00270ASPlk 
OG0005376 	 1.1027939047 	  1.0586505326 	 APHD00272AAUR 
OG0003882 	 NA 	  0.3461830296 	 APHD00270ASPlk 
OG0006429 	 1.5254595823 	  1.5068120422 	 APHD00272AAUR 
OG0004759 	 2.5841654743999998 	  2.5783304914 	 APHD00272AAUR 
OG0008118 	 0.0039509786 	  0.15300998559999998 	 APHD00270ASPlk 
OG0011428 	 1.8698118706000002 	  1.8521197179 	 APHD00272AAUR 
OG0007006 	 NA 	  0.2019340242 	 APHD00270ASPlk 
OG0003999 	 0.0516002555 	  0.0721389576 	 APHD00027ASPnl 
OG0007805 	 1.6662249407999998 	  1.6590150254 	 APHD00272AAUR 
OG0012377 	 NA 	  0.21446373330000001 	 APHD00270ASPlk 
OG0006532 	 NA 	  0.2277658978 	 APHD00270ASPlk 
OG0005444 	 1.9043049165 	  1.8819267070999999 	 APHD00272AAUR 
OG0011201 	 NA 	  0.1116828721 	 APHD00270ASPlk 
OG0009205 	 NA 	  0.47376718949999996 	 APHD00270ASPlk 
OG0004973 	 NA 	  0.1434795611 	 APHD00270ASPlk 
OG0008731 	 0.09974819780000001 	  0.7663145826000001 	 APHD00223MSAC 
OG0005787 	 NA 	  0.5522425834 	 APHD00223MSAC 
OG0010735 	 2.4896297311 	  2.4609853853 	 APHD00272AAUR 
OG0004170 	 0.26162145649999996 	  0.2730204239 	 APHD00272AAUR 
OG0008969 	 0.0078138076 	  0.0796916553 	 APHD00223MSAC 
OG0011799 	 2e-06 	  0.06887765039999999 	 APHD00270ASPlk 
OG0006540 	 0.8510780063 	  0.8008074325 	 APHD00272AAUR 
OG0012305 	 NA 	  0.3471679754 	 APHD00270ASPlk 
OG0007074 	 1.6164122446 	  1.576669455 	 APHD00272AAUR 
OG0006683 	 1.4747157403 	  1.4697347512999999 	 APHD00272AAUR 
OG0008743 	 0.0014283923 	  0.10008439279999999 	 APHD00270ASPlk 
OG0004901 	 0.8100583655 	  0.8019295061 	 APHD00272AAUR 
OG0004102 	 0.4487846289 	  0.46259470939999997 	 APHD00305MDON 
OG0010747 	 0.0016522208 	  0.12962841549999998 	 APHD00270ASPlk 
OG0008480 	 0.0108120021 	  0.9827408288999999 	 APHD00301HPRU 
OG0011273 	 NA 	  0.5227169668 	 APHD00221ANER 
OG0005436 	 NA 	  0.2339382552 	 APHD00223MSAC 
OG0010484 	 NA 	  0.10869517549999999 	 APHD00023AAUR 
OG0009277 	 NA 	  0.3697204364 	 APHD00270ASPlk 
OG0006369 	 NA 	  0.1146390182 	 APHD00270ASPlk 
OG0008658 	 0.2016932373 	  0.2194352038 	 APHD00272AAUR 
OG0004019 	 0.0022736227 	  0.3041993356 	 APHD00223MSAC 
OG0011368 	 NA 	  0.4610986552 	 APHD00270ASPlk 
OG0007746 	 NA 	  0.2248524386 	 APHD00270ASPlk 
OG0012437 	 NA 	  0.2955952218 	 APHD00270ASPlk 
OG0006272 	 0.9109280688 	  0.9040691520999999 	 APHD00272AAUR 
OG0007485 	 2.3156634124999997 	  2.3079584303000003 	 APHD00272AAUR 
OG0009545 	 NA 	  3.1262774953 	 APHD00272AAUR 
OG0005304 	 NA 	  0.3450093808 	 APHD00027ASPnl 
OG0011541 	 5.149875134400001 	  5.1393449263 	 APHD00272AAUR 
OG0009686 	 NA 	  0.23830723380000002 	 APHD00270ASPlk 
OG0008872 	 0.0195804824 	  0.1051644545 	 APHD00270ASPlk 
OG0010075 	 NA 	  0.4556895327 	 other_AGLY_bt2_SRR10355383 
OG0004630 	 NA 	  0.10708707940000001 	 APHD00270ASPlk 
OG0011682 	 NA 	  0.9351146105 	 APHD00301HPRU 
OG0010876 	 3.1248085067000004 	  3.1144132644 	 APHD00272AAUR 
OG0008071 	 NA 	  0.44452689069999995 	 APHD00305MDON 
OG0006798 	 NA 	  0.2641821134 	 APHD00027ASPnl 
OG0006327 	 NA 	  0.17675216839999996 	 APHD00270ASPlk 
OG0010709 	 NA 	  0.29447297240000003 	 APHD00027ASPnl 
OG0005478 	 1.3952434314 	  1.3722394027 	 APHD00272AAUR 
OG0009239 	 NA 	  0.1432886444 	 APHD00270ASPlk 
OG0012088 	 1.5058079318000002 	  1.4885713477 	 APHD00272AAUR 
OG0007839 	 2.5244812294 	  2.5422279991 	 APHD00272AAUR 
OG0009410 	 NA 	  0.1403849227 	 APHD00027ASPnl 
OG0011414 	 0.0048787319 	  0.1747085995 	 APHD00270ASPlk 
OG0005251 	 0.044677065 	  0.2378231588 	 APHD00305MDON 
